	HCT_WT2	SW837D	R1-1	HCT_WT3	SW837	HCT116	HCT_WT1	SW620	R1-2	R1-3
ENSG00000189337	172	97	217	256	374	836	239	95	150	185
ENSG00000252151	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	0	0	0	0	0	0	0	0	0	0
ENSG00000234593	0	0	0	0	5	0	0	0	0	0
ENSG00000235829	0	0	0	0	0	0	0	0	0	0
ENSG00000175147	59	47	146	77	261	128	208	10	31	26
ENSG00000171729	394	240	540	454	1169	829	631	144	332	308
ENSG00000204464	3	0	0	0	1	0	6	3	0	0
ENSG00000215720	0	0	0	0	1	0	0	0	0	0
ENSG00000278480	12	1	6	6	4	8	14	0	3	5
ENSG00000142621	26	14	148	10	73	734	130	9	8	6
ENSG00000233485	0	0	1	0	0	0	0	1	0	0
ENSG00000236045	0	0	0	0	0	0	0	2	0	0
ENSG00000228140	1	0	6	3	2	2	6	1	2	2
ENSG00000142634	884	439	1030	1578	2427	3005	1026	3421	1020	1020
ENSG00000162438	2	0	1	2	1	3	2	4	0	2
ENSG00000142615	0	0	0	0	0	0	0	0	0	0
ENSG00000215704	0	0	0	0	0	0	0	0	0	0
ENSG00000132906	134	51	180	139	554	357	239	573	98	131
ENSG00000116138	949	428	990	918	2405	2168	1606	1331	784	764
ENSG00000251866	1	0	2	4	0	4	6	0	0	0
ENSG00000272510	4	5	2	2	5	0	3	23	2	2
ENSG00000116771	147	238	52	249	832	0	85	1136	130	123
ENSG00000237301	0	2	0	0	4	0	0	4	0	0
ENSG00000235084	5	2	0	0	10	2	3	10	0	0
ENSG00000252417	0	0	0	0	0	0	0	0	0	0
ENSG00000236500	0	0	0	0	0	0	0	0	0	0
ENSG00000197312	1363	727	1194	1666	3850	2063	1781	2456	1160	1133
ENSG00000215695	0	0	0	0	0	0	0	0	0	0
ENSG00000271742	3	0	0	1	0	0	1	2	0	1
ENSG00000116786	720	417	834	1195	2598	2331	1076	2150	686	701
ENSG00000237938	0	0	0	0	0	1	0	0	0	0
ENSG00000162461	13	1	6	10	32	7	35	24	3	6
ENSG00000224459	0	0	0	0	0	0	0	1	0	0
ENSG00000162460	0	0	0	0	0	0	1	0	0	0
ENSG00000162458	31	64	64	14	620	112	84	840	5	7
ENSG00000224321	0	0	0	0	0	2	2	0	0	0
ENSG00000233954	98	37	69	127	182	303	156	243	76	88
ENSG00000178715	12	1	1	2	2	21	13	5	7	1
ENSG00000179743	47	39	32	62	215	48	55	142	28	23
ENSG00000065526	3878	2044	2983	6062	10192	10827	5801	10238	3168	3235
ENSG00000270620	0	0	0	0	0	0	0	0	0	0
ENSG00000116809	210	72	269	397	558	787	294	913	184	197
ENSG00000234607	0	0	0	0	0	0	0	0	0	0
ENSG00000231353	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0	0
ENSG00000224966	0	0	0	0	0	0	0	0	0	0
ENSG00000183888	0	0	0	0	0	0	0	14	0	0
ENSG00000233078	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	0	0	0	0	0	0	0	0	0	0
ENSG00000186510	0	4	0	0	33	7	0	7	0	0
ENSG00000232456	1	0	5	5	0	18	3	0	0	2
ENSG00000184908	0	3	0	0	43	5	0	2	0	0
ENSG00000185519	40	21	67	34	155	175	81	61	9	12
ENSG00000142627	1899	1331	1377	3818	8185	6181	2332	8823	1575	1660
ENSG00000227959	17	7	11	37	40	19	34	108	11	18
ENSG00000224621	20	5	11	36	30	15	18	99	10	8
ENSG00000234166	0	0	0	0	0	1	0	0	0	0
ENSG00000142632	36	155	51	19	1229	2086	42	284	6	10
ENSG00000237276	12	9	7	5	45	52	12	26	0	4
ENSG00000132881	32	18	66	59	150	125	57	146	15	12
ENSG00000233929	3	1	0	3	2	2	4	4	2	0
ENSG00000037637	572	222	536	589	1333	1336	786	1208	370	415
ENSG00000055070	1892	1072	1334	2729	6151	6057	2112	4867	1746	1693
ENSG00000226457	0	0	0	0	1	0	1	0	0	0
ENSG00000187144	1	1	0	1	4	7	0	0	0	1
ENSG00000157191	498	227	494	572	1730	1347	816	1338	444	363
ENSG00000226029	43	7	39	30	22	49	49	51	14	23
ENSG00000080947	236	21	121	213	189	138	349	192	92	129
ENSG00000206652	61	0	3	22	9	11	75	21	2	3
ENSG00000261135	3	5	4	4	42	11	25	6	0	1
ENSG00000224174	0	0	0	0	2	0	0	0	0	0
ENSG00000233421	1	1	0	3	6	14	0	0	0	0
ENSG00000277344	0	0	0	0	0	0	0	0	0	0
ENSG00000268991	0	0	0	0	0	0	0	0	0	0
ENSG00000225710	1	0	0	0	0	0	2	3	0	0
ENSG00000219481	831	245	655	1207	1443	1243	1707	1265	598	596
ENSG00000271732	0	0	0	0	1	0	0	0	0	0
ENSG00000215908	526	130	352	849	875	977	677	1255	335	407
ENSG00000283773	0	0	0	0	0	0	0	0	0	0
ENSG00000186301	32	2	36	40	49	376	188	20	3	9
ENSG00000282143	0	0	0	0	0	0	0	0	0	0
ENSG00000207513	19	0	0	4	0	0	15	3	0	0
ENSG00000237847	0	0	0	0	0	0	0	0	0	0
ENSG00000280114	2	4	0	1	12	28	0	53	0	0
ENSG00000236698	29	13	11	46	26	41	35	76	26	28
ENSG00000268869	4	5	2	4	38	117	6	166	1	0
ENSG00000279151	0	1	0	0	3	8	0	32	0	0
ENSG00000279132	0	0	0	0	0	0	0	0	0	0
ENSG00000282740	0	0	0	0	0	0	0	0	0	0
ENSG00000058453	431	104	417	707	847	1304	639	858	302	351
ENSG00000227684	1	0	0	2	1	1	2	0	0	0
ENSG00000207389	12	0	0	5	0	1	20	8	0	0
ENSG00000186715	9	7	3	3	50	125	29	7	3	0
ENSG00000223643	0	0	0	0	0	0	0	9	0	0
ENSG00000230239	0	0	0	0	0	1	0	0	0	0
ENSG00000263811	0	0	0	0	0	0	0	0	0	0
ENSG00000228549	0	6	0	0	38	20	0	2	0	0
ENSG00000277234	0	0	0	0	0	0	0	0	0	0
ENSG00000238142	0	20	0	0	121	0	1	2	0	0
ENSG00000235241	0	0	0	0	0	0	0	0	0	0
ENSG00000207005	72	0	10	25	17	13	77	16	8	7
ENSG00000272426	2	0	3	5	4	6	2	2	1	0
ENSG00000117122	1	27	0	0	294	873	0	715	0	0
ENSG00000226526	0	0	0	0	1	2	3	0	0	0
ENSG00000159363	768	345	528	1316	2017	1995	640	2651	660	643
ENSG00000117118	1177	611	795	1459	2760	2647	1204	2077	1269	1223
ENSG00000117115	19	296	144	10	2119	62	108	73	4	8
ENSG00000204362	0	3	0	0	15	0	0	9	0	0
ENSG00000282843	0	1	0	0	34	0	0	9	0	0
ENSG00000142623	2	71	21	0	852	4	19	350	0	0
ENSG00000142619	2	2	0	0	131	80	2	6	0	0
ENSG00000266634	0	0	0	0	0	4	0	1	0	0
ENSG00000159339	5	4	3	0	5	1	0	0	0	1
ENSG00000276747	0	0	1	0	0	0	0	0	0	0
ENSG00000179051	4077	2345	3379	5703	13342	13380	5550	17156	3374	3515
ENSG00000227751	0	0	0	0	3	0	0	3	1	2
ENSG00000074964	232	258	478	233	2088	1133	516	2096	97	110
ENSG00000236648	0	0	0	0	0	0	0	0	0	0
ENSG00000117148	1	17	0	7	19	18	1	15	2	3
ENSG00000261781	0	0	0	0	0	0	0	0	0	0
ENSG00000117154	0	0	0	0	0	0	0	0	0	0
ENSG00000280222	0	0	0	0	0	0	0	0	0	0
ENSG00000230035	0	0	0	0	0	0	0	0	0	0
ENSG00000225387	0	0	0	0	0	0	0	0	0	0
ENSG00000179023	44	4	52	27	134	19	69	80	9	10
ENSG00000235282	0	0	0	0	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0	0
ENSG00000009709	0	0	0	0	1	1	0	2	0	0
ENSG00000179002	0	0	0	0	0	0	0	0	0	0
ENSG00000255275	0	0	0	3	0	0	0	1	0	0
ENSG00000159423	155	32	125	230	209	233	138	206	134	147
ENSG00000265606	0	0	0	0	0	0	0	0	0	0
ENSG00000221662	0	0	0	3	0	2	0	3	0	0
ENSG00000169991	240	381	213	440	758	1068	262	532	324	337
ENSG00000272084	23	7	13	36	25	26	38	35	12	26
ENSG00000127481	9604	3892	8820	12515	19282	14673	14475	15428	7154	7318
ENSG00000230424	18	4	9	10	26	12	25	15	4	5
ENSG00000127463	1809	1077	1540	2642	5921	5141	2555	3341	1794	1757
ENSG00000053372	1298	762	544	2985	2771	3237	907	2596	1922	1790
ENSG00000211454	24	18	22	55	52	34	35	113	16	20
ENSG00000162482	26	23	21	65	149	44	56	86	12	18
ENSG00000270728	0	0	0	0	2	0	0	1	1	0
ENSG00000053371	551	207	644	664	1653	1428	804	1749	439	422
ENSG00000200403	8	3	4	19	15	13	14	13	9	7
ENSG00000040487	188	87	137	328	505	345	216	375	127	139
ENSG00000077549	2436	1267	1664	2432	7118	4720	2861	5969	1777	1743
ENSG00000240490	0	0	0	0	0	0	0	0	0	0
ENSG00000201609	0	0	0	0	0	0	0	0	0	0
ENSG00000235185	0	1	0	1	0	0	0	3	0	1
ENSG00000173436	108	97	179	123	312	192	125	221	340	319
ENSG00000270136	1	0	0	0	1	1	1	0	0	0
ENSG00000226396	18	10	19	39	22	45	48	26	18	22
ENSG00000158747	233	207	262	338	1250	315	244	290	356	334
ENSG00000158748	2	3	2	0	34	17	5	8	0	1
ENSG00000162542	320	199	433	339	1297	634	533	384	175	169
ENSG00000178828	1	5	1	0	351	0	1	8	0	0
ENSG00000235434	0	0	0	0	0	0	0	0	0	0
ENSG00000169914	646	243	542	820	955	941	932	1255	574	567
ENSG00000188784	3	0	1	0	3	0	9	45	1	0
ENSG00000242688	0	0	1	0	0	0	0	0	0	0
ENSG00000188257	0	0	1	0	0	0	0	12	0	0
ENSG00000127472	0	0	0	0	0	0	0	1	0	0
ENSG00000117215	0	0	0	0	0	0	0	0	0	0
ENSG00000158786	0	3	0	0	12	0	0	63	0	0
ENSG00000227066	0	0	1	0	2	0	0	1	0	0
ENSG00000187980	0	1	0	0	1	0	0	0	0	0
ENSG00000225986	0	1	2	0	20	0	0	0	0	0
ENSG00000162543	1	53	6	0	581	0	2	39	0	0
ENSG00000228105	0	0	0	0	0	0	0	0	0	0
ENSG00000158816	0	0	0	0	0	0	0	0	0	0
ENSG00000226664	0	0	0	0	0	0	0	0	0	0
ENSG00000236963	0	0	0	0	2	0	0	0	0	0
ENSG00000226487	0	0	0	0	0	0	0	0	0	0
ENSG00000162545	485	385	1254	224	2713	644	1322	993	255	256
ENSG00000090432	301	233	293	457	1419	1042	421	877	317	285
ENSG00000215520	0	0	0	1	0	0	0	0	0	0
ENSG00000183114	0	0	0	0	0	0	0	31	0	0
ENSG00000158825	23	189	84	4	1301	728	33	242	6	3
ENSG00000158828	541	142	816	324	1406	1223	878	756	221	241
ENSG00000284005	0	0	0	0	0	0	0	0	0	0
ENSG00000117242	573	37	368	860	240	500	740	469	511	510
ENSG00000244038	3132	1157	3019	4693	8128	9506	4437	5269	3308	3092
ENSG00000117245	3	16	32	9	24	45	15	10	9	8
ENSG00000235432	1	0	0	1	0	0	0	0	1	0
ENSG00000189410	25	14	3	15	63	381	17	15	8	6
ENSG00000233069	0	0	0	0	1	1	0	0	0	0
ENSG00000127483	4175	1638	3712	3717	8905	8071	5509	8579	3145	3158
ENSG00000075151	4250	1202	3415	3314	7455	4534	6027	5132	2446	2394
ENSG00000251914	0	0	0	0	0	0	0	0	0	0
ENSG00000221808	5	1	1	10	0	4	7	0	0	0
ENSG00000233072	21	7	3	15	10	8	20	14	3	10
ENSG00000236073	17	3	3	22	9	3	8	6	1	3
ENSG00000235112	0	0	0	0	0	0	0	0	1	0
ENSG00000117298	1156	842	1338	1457	5860	4334	1904	4458	774	744
ENSG00000236936	0	0	0	0	0	0	0	4	0	0
ENSG00000231105	1	1	6	0	2	0	5	7	0	0
ENSG00000236216	0	0	1	0	0	0	0	0	0	0
ENSG00000228823	0	0	0	0	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0	0	0	0	0
ENSG00000227001	5	2	3	1	14	7	16	33	3	4
ENSG00000187952	2	2	1	4	4	3	1	0	0	1
ENSG00000186543	0	0	0	0	2	0	0	0	0	0
ENSG00000142794	69	77	121	65	424	579	218	585	37	35
ENSG00000176378	0	0	0	0	0	0	0	0	0	0
ENSG00000162551	0	2	0	0	33	2	0	7	0	0
ENSG00000233431	0	0	0	0	0	0	0	0	0	0
ENSG00000076864	106	119	217	126	1267	1015	217	757	66	49
ENSG00000090686	2220	652	1746	2205	3082	3581	3281	2815	1546	1534
ENSG00000231978	0	0	0	0	0	0	0	0	0	0
ENSG00000187942	0	0	0	0	16	14	0	13	0	0
ENSG00000142798	486	2204	1812	143	18286	6882	2311	18016	55	76
ENSG00000232037	2	1	0	0	0	0	0	1	0	0
ENSG00000283234	0	0	0	0	0	2	0	4	0	0
ENSG00000219073	0	0	0	0	0	0	0	2	0	1
ENSG00000273610	0	0	0	0	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0	0	0	0	0
ENSG00000142789	0	0	0	0	0	2	0	8	0	0
ENSG00000278124	0	0	0	0	0	0	0	0	0	0
ENSG00000201273	0	0	0	0	0	0	0	0	0	0
ENSG00000228397	8	0	3	2	14	5	8	12	2	8
ENSG00000218510	132	32	190	116	160	247	312	195	81	66
ENSG00000070831	5371	1705	2212	3734	10736	8465	6103	6679	2801	2584
ENSG00000230068	43	8	10	27	38	14	38	30	6	14
ENSG00000271428	0	0	0	0	0	0	0	0	0	0
ENSG00000271840	44	12	19	47	22	11	54	29	7	11
ENSG00000162552	5	2	35	1	18	24	15	87	3	0
ENSG00000266564	0	0	0	0	0	0	0	0	0	0
ENSG00000234397	0	0	5	0	0	0	0	0	2	2
ENSG00000279625	0	0	0	0	0	0	0	0	0	0
ENSG00000184677	872	356	856	1195	1922	2838	1304	2922	702	720
ENSG00000237200	13	9	6	22	8	11	21	16	6	10
ENSG00000070886	1	4	1	0	31	16	1	7	0	0
ENSG00000276835	0	0	0	0	0	0	0	0	0	0
ENSG00000173372	0	0	0	0	0	0	0	0	0	0
ENSG00000159189	0	0	0	0	0	0	0	0	0	0
ENSG00000173369	0	0	0	0	0	0	0	0	0	0
ENSG00000133216	639	430	710	497	2082	1407	1063	9301	323	323
ENSG00000265422	0	0	0	0	2	0	1	9	0	2
ENSG00000225952	0	0	0	0	0	0	0	0	0	0
ENSG00000264014	0	0	0	0	0	0	0	0	0	0
ENSG00000215906	0	0	0	0	0	0	0	0	0	0
ENSG00000227868	8	0	0	1	0	1	1	2	0	1
ENSG00000004487	3380	1672	2668	3929	7454	7659	4085	9101	3313	3237
ENSG00000240553	0	0	0	2	0	0	0	0	0	0
ENSG00000263793	1	1	1	0	0	0	3	0	0	0
ENSG00000266802	0	0	0	0	0	0	0	0	0	0
ENSG00000169641	1309	705	935	1714	3167	2883	1579	1530	1346	1254
ENSG00000229010	0	0	0	0	0	0	0	0	0	0
ENSG00000206935	0	0	0	0	0	0	0	0	0	0
ENSG00000252578	0	0	0	0	0	0	0	0	0	0
ENSG00000179546	109	35	238	70	96	257	226	0	63	52
ENSG00000215381	0	0	0	0	0	0	0	1	0	0
ENSG00000261326	421	36	228	252	159	115	621	280	133	169
ENSG00000125944	5396	2261	2226	5952	9068	10804	5078	11790	5379	5062
ENSG00000125945	425	146	685	364	943	849	1033	484	273	297
ENSG00000249087	49	8	95	47	35	85	113	74	36	46
ENSG00000201405	0	0	0	0	0	0	0	0	0	0
ENSG00000271420	0	1	0	0	3	0	5	2	0	0
ENSG00000204219	11	37	6	7	406	70	27	97	1	1
ENSG00000232482	0	0	0	0	0	0	0	0	0	0
ENSG00000088280	381	66	530	259	607	922	808	29	141	111
ENSG00000007968	695	166	375	1208	874	1402	830	1008	516	572
ENSG00000235052	9	0	5	3	10	10	16	7	4	4
ENSG00000117318	2990	302	4018	892	4870	3401	5459	40	487	512
ENSG00000197880	3	0	10	1	0	0	10	0	0	0
ENSG00000229239	0	0	0	0	0	1	0	0	0	0
ENSG00000142676	8903	3252	8744	6833	14283	22887	14494	22379	7184	6729
ENSG00000011007	1694	866	1470	2750	4111	1982	2212	2498	2182	2072
ENSG00000236810	41	28	57	55	142	72	103	82	28	39
ENSG00000057757	529	208	384	854	1084	1258	669	1615	661	620
ENSG00000011009	592	223	387	936	1770	1872	717	2151	513	501
ENSG00000117308	619	578	591	815	5055	1826	654	1120	426	452
ENSG00000117305	414	84	645	260	697	485	724	678	208	216
ENSG00000179163	416	250	585	318	3663	697	710	578	271	263
ENSG00000188822	0	2	0	0	9	1	0	0	0	0
ENSG00000229106	1	0	0	1	2	0	0	0	0	0
ENSG00000232557	0	0	0	0	0	0	0	0	0	0
ENSG00000264926	0	0	0	0	0	0	0	0	0	0
ENSG00000230228	0	0	0	1	0	34	1	0	1	0
ENSG00000189266	2632	430	1930	2273	2578	2022	4549	3705	1815	1774
ENSG00000188529	4265	1153	2037	4002	5149	5140	5025	8605	3385	3183
ENSG00000215905	0	0	0	0	0	0	0	0	1	0
ENSG00000225315	0	2	2	0	2	0	1	12	0	0
ENSG00000142661	2	138	3	2	904	708	8	199	0	1
ENSG00000230703	0	0	0	0	0	0	0	0	0	0
ENSG00000142677	102	122	97	115	866	120	134	219	49	45
ENSG00000185436	289	148	257	381	836	583	435	195	249	247
ENSG00000230023	0	0	0	0	0	0	0	0	0	0
ENSG00000232298	5	1	6	0	14	1	6	0	0	1
ENSG00000158055	101	67	141	42	381	51	161	8	13	10
ENSG00000001460	188	53	284	172	366	412	337	312	101	130
ENSG00000001461	883	233	1145	985	1791	1124	1523	1819	667	643
ENSG00000117602	608	293	666	281	2466	1179	1052	818	249	229
ENSG00000264443	0	0	3	0	1	0	0	0	0	0
ENSG00000184454	18	2	99	5	30	24	101	3	7	4
ENSG00000227312	0	0	2	2	0	0	1	0	0	0
ENSG00000239106	0	0	0	0	0	0	0	0	0	0
ENSG00000133226	5523	1474	3574	5884	7619	10079	7748	6917	4488	4369
ENSG00000169504	3687	449	3895	1634	3601	3257	7048	4160	2127	1784
ENSG00000238482	0	0	0	0	0	0	0	0	0	0
ENSG00000020633	2	73	3	1	308	1089	5	2921	0	1
ENSG00000278034	0	0	0	0	0	2	0	0	0	0
ENSG00000229162	0	0	0	0	0	4	0	10	0	0
ENSG00000261025	0	0	0	0	0	0	0	0	0	0
ENSG00000264371	0	0	0	0	0	0	0	0	0	0
ENSG00000233755	0	0	0	0	0	0	0	1	0	0
ENSG00000233419	0	0	0	0	0	0	0	3	0	0
ENSG00000231953	0	0	0	0	0	0	0	1	0	0
ENSG00000117614	678	183	1021	400	878	1021	1687	1257	478	406
ENSG00000117616	1227	125	1003	1068	1381	1140	2428	2724	722	775
ENSG00000272432	2	1	4	4	1	1	1	0	1	1
ENSG00000261349	19	1	14	14	3	13	48	23	4	4
ENSG00000187010	1	0	0	0	1	0	2	0	0	0
ENSG00000224183	6	0	0	3	4	2	7	3	0	0
ENSG00000259984	6	0	0	2	6	0	9	1	2	2
ENSG00000183726	1330	416	787	959	2458	1760	1472	1910	978	873
ENSG00000188672	7	3	21	8	43	13	34	9	1	4
ENSG00000238084	3	0	1	4	7	4	2	4	0	0
ENSG00000204178	560	212	437	455	1357	765	844	1797	384	375
ENSG00000157978	661	362	528	870	2327	1523	826	533	544	568
ENSG00000225643	4	0	1	0	8	8	4	6	1	3
ENSG00000117643	25	49	25	38	191	91	76	9	22	27
ENSG00000233478	0	0	0	0	0	0	0	0	0	0
ENSG00000162430	855	454	1038	1143	2890	3725	1440	1283	615	692
ENSG00000255054	0	0	0	0	0	0	0	0	0	0
ENSG00000228172	42	6	53	24	36	24	70	30	9	16
ENSG00000117640	395	145	593	341	947	722	715	662	326	311
ENSG00000127423	400	182	176	557	598	580	409	610	346	397
ENSG00000272478	0	0	0	0	0	0	0	0	0	0
ENSG00000236528	4	4	2	4	27	8	6	3	2	2
ENSG00000182749	151	146	305	181	768	502	378	305	90	100
ENSG00000207302	0	0	0	0	0	0	0	0	0	0
ENSG00000117632	4507	932	3604	3662	4619	7233	5820	15734	4272	4195
ENSG00000229786	0	0	0	0	0	0	0	0	0	0
ENSG00000223624	0	0	0	0	0	0	0	0	0	0
ENSG00000283938	0	0	0	0	0	0	0	0	0	0
ENSG00000158006	246	163	319	247	1263	615	396	491	202	201
ENSG00000207237	0	0	0	0	0	0	0	0	0	0
ENSG00000252190	0	0	0	0	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0	0	0	0	0
ENSG00000158008	0	1	2	3	4	3	4	4	0	0
ENSG00000158014	0	46	0	0	591	0	0	0	0	0
ENSG00000284309	0	2	0	0	12	0	0	0	0	0
ENSG00000158022	0	4	0	0	3	0	0	0	0	0
ENSG00000175087	501	145	625	417	703	602	864	648	391	361
ENSG00000197245	10	0	9	10	1	17	24	10	10	5
ENSG00000282872	0	0	0	0	1	0	0	0	0	0
ENSG00000236782	1	1	2	0	3	4	1	3	1	1
ENSG00000142684	224	82	232	423	403	624	242	726	270	295
ENSG00000142675	298	106	347	426	1098	817	512	546	205	198
ENSG00000188782	0	0	0	1	0	0	4	3	1	0
ENSG00000236155	0	3	0	0	15	0	0	7	0	0
ENSG00000278572	0	0	0	0	0	0	0	0	0	0
ENSG00000130695	718	474	683	1331	2067	1906	875	2129	787	827
ENSG00000270733	1	0	0	0	0	0	0	0	0	0
ENSG00000142669	853	631	615	736	3507	1951	884	2413	747	706
ENSG00000158062	288	134	369	608	598	678	491	1195	228	288
ENSG00000169442	0	2	1	0	8	0	0	0	0	0
ENSG00000176092	1002	257	358	770	2338	220	639	1671	278	296
ENSG00000225854	0	0	0	0	0	0	0	0	0	0
ENSG00000176083	1	0	0	0	0	0	1	1	0	0
ENSG00000131914	0	1	0	0	1	3	0	1	0	0
ENSG00000117682	600	297	531	856	1657	1143	688	1124	509	576
ENSG00000223583	4	1	4	2	3	1	7	3	1	0
ENSG00000225891	17	4	15	20	20	6	36	19	5	3
ENSG00000198830	6804	1504	2572	10829	8787	4743	9508	7808	3210	3162
ENSG00000224129	0	0	0	0	0	0	0	0	0	0
ENSG00000117676	1490	549	1266	1985	4365	2321	1792	1766	1245	1164
ENSG00000238705	0	0	0	0	0	0	0	0	0	0
ENSG00000243905	0	2	2	0	0	3	0	0	0	3
ENSG00000252802	0	0	0	0	0	0	0	0	0	0
ENSG00000252429	0	0	0	0	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0	0	0	0	0
ENSG00000238316	0	0	0	0	0	0	1	0	0	0
ENSG00000235069	0	0	0	0	0	0	0	0	0	0
ENSG00000260063	21	14	22	31	96	53	19	45	7	12
ENSG00000117713	4253	1439	3966	4955	11112	8627	6243	9746	2773	2909
ENSG00000060642	198	62	426	161	475	499	485	390	113	104
ENSG00000241188	0	0	0	1	0	1	0	1	1	0
ENSG00000204160	472	356	410	867	1950	1577	520	677	580	574
ENSG00000175793	1770	723	958	2233	5053	6229	1300	1450	1266	1247
ENSG00000142751	494	135	530	906	933	947	707	1483	508	542
ENSG00000226698	0	0	0	0	0	0	0	0	0	0
ENSG00000198746	189	86	132	284	532	453	253	656	187	169
ENSG00000090273	1505	954	920	2497	3706	4773	1353	4904	2093	1942
ENSG00000131910	1	0	1	0	0	0	0	25	0	0
ENSG00000175707	231	83	299	335	566	641	353	396	173	185
ENSG00000172746	5	0	5	1	0	0	5	2	1	2
ENSG00000224064	5	0	1	1	2	3	3	0	0	0
ENSG00000225294	1	0	0	0	1	2	2	0	0	0
ENSG00000253368	208	552	214	216	2001	1571	372	2224	149	154
ENSG00000158246	62	52	39	57	602	152	55	34	46	37
ENSG00000090020	695	464	864	855	4378	1254	1344	1517	464	458
ENSG00000229985	0	0	0	0	0	0	0	0	0	0
ENSG00000214973	5	1	0	2	4	3	1	7	1	1
ENSG00000225159	12	5	9	26	15	21	29	22	8	2
ENSG00000225990	0	0	0	0	0	0	0	0	0	0
ENSG00000224311	1	0	0	0	0	0	0	0	0	0
ENSG00000142784	763	184	1161	675	2204	1643	1540	3398	406	376
ENSG00000252098	0	0	0	0	0	0	0	0	0	0
ENSG00000243659	2	0	2	1	2	4	5	11	0	0
ENSG00000186501	346	103	343	581	797	733	485	1293	261	308
ENSG00000206888	1	6	1	2	4	6	3	4	2	2
ENSG00000241547	16	1	8	29	23	26	20	44	7	8
ENSG00000142765	541	97	1081	398	1286	1687	1535	1141	114	150
ENSG00000142733	356	113	284	521	1160	990	383	490	244	282
ENSG00000142748	0	0	0	0	1	5	0	1	0	0
ENSG00000174950	0	2	0	0	16	116	1	11	0	0
ENSG00000231207	0	0	0	0	0	0	0	0	0	0
ENSG00000181773	67	25	29	212	108	115	64	159	107	137
ENSG00000158195	2820	1160	3130	2891	7387	7311	4582	7591	1699	1678
ENSG00000241169	0	0	0	0	0	0	0	0	0	0
ENSG00000237429	1	0	0	0	11	6	1	19	0	0
ENSG00000126705	419	271	478	646	2460	2143	604	1687	327	342
ENSG00000000938	0	0	1	0	10	0	0	0	0	0
ENSG00000235912	3	1	2	1	1	5	8	8	8	4
ENSG00000233975	4	0	1	0	1	0	0	0	0	0
ENSG00000126709	111	44	199	61	608	267	209	424	80	71
ENSG00000225886	0	0	0	0	0	0	1	0	0	0
ENSG00000206767	0	0	0	0	0	0	0	0	0	0
ENSG00000226662	0	0	0	0	0	0	0	0	0	0
ENSG00000207095	0	0	0	0	0	0	0	0	0	0
ENSG00000009780	256	102	218	210	475	393	332	383	150	172
ENSG00000231344	2	1	1	4	1	3	6	4	2	4
ENSG00000230833	2	0	0	4	0	8	3	1	0	1
ENSG00000117758	582	156	565	400	1093	950	882	731	396	369
ENSG00000269971	9	1	3	5	2	3	3	13	4	1
ENSG00000270031	8	0	0	1	0	1	4	0	1	0
ENSG00000223062	0	0	0	0	0	0	0	0	0	0
ENSG00000117751	884	357	681	1062	1860	2556	1202	2092	901	871
ENSG00000252947	11	4	5	13	9	13	11	12	3	1
ENSG00000130775	16	8	59	13	81	252	36	28	5	4
ENSG00000117748	668	338	349	929	1901	1721	891	1488	871	876
ENSG00000130768	459	64	371	607	435	705	515	237	334	321
ENSG00000227050	2	2	0	0	1	4	4	5	0	1
ENSG00000158156	88	42	110	161	283	320	147	202	96	97
ENSG00000158161	1285	297	760	1581	1572	2527	1530	2223	1311	1305
ENSG00000238231	11	3	2	10	7	7	8	13	3	5
ENSG00000240750	14	3	2	18	15	20	10	9	3	6
ENSG00000228589	26	3	3	25	23	23	45	22	2	1
ENSG00000228943	0	0	0	0	0	0	0	0	0	0
ENSG00000214812	0	0	0	0	0	0	0	0	0	0
ENSG00000253005	0	0	0	0	0	0	0	0	0	0
ENSG00000169403	10	34	19	25	464	183	14	179	21	13
ENSG00000126698	2122	656	1061	2270	2816	3742	2460	2978	2013	1912
ENSG00000130770	1598	522	1132	1577	2727	1539	1800	1937	1354	1363
ENSG00000270605	47	2	38	20	28	8	41	31	23	19
ENSG00000271398	2	0	0	0	0	0	0	0	0	0
ENSG00000130766	226	39	675	418	347	516	852	1435	226	222
ENSG00000130772	354	78	394	314	639	866	562	562	286	300
ENSG00000204138	1526	629	1488	1518	3377	2625	2148	3892	1093	1073
ENSG00000206779	0	0	0	0	0	0	0	0	0	0
ENSG00000229820	16	5	3	22	9	4	18	10	7	4
ENSG00000221216	4	0	3	6	3	0	8	3	1	1
ENSG00000180198	2700	1108	2367	5139	4221	6185	2592	4627	3339	3299
ENSG00000242125	2611	760	1024	4105	2527	4087	2367	5998	2098	2478
ENSG00000274266	0	0	0	0	0	0	0	0	0	0
ENSG00000200087	874	378	1473	527	2662	6410	1049	8345	1065	1064
ENSG00000231468	6	0	0	0	1	0	1	0	0	1
ENSG00000279443	63	17	47	92	54	92	92	123	42	55
ENSG00000180098	328	124	296	365	631	548	371	476	229	222
